timestamp,level,client_id,satisfactory
2024-11-10 18:35:11,INFO,0,False
2024-11-10 18:38:30,INFO,0,False
2024-11-10 18:38:58,INFO,101,False
2024-11-10 18:39:57,INFO,101,False
2024-11-10 18:40:51,INFO,101,False
2024-11-10 18:46:27,INFO,0,False
2024-11-10 18:46:33,INFO,101,False
2024-11-10 18:52:36,INFO,101,False
2024-11-10 19:25:56,INFO,101,False
2024-11-10 19:27:08,INFO,101,False
2024-11-10 21:14:17,INFO,101,False
2024-11-10 21:15:30,INFO,101,False
2024-11-10 21:15:34,INFO,101,False
2024-11-10 21:16:20,INFO,101,False
2024-11-10 21:25:15,INFO,101,False
2024-11-10 23:30:12,INFO,101,False
2024-11-10 23:35:13,INFO,101,False
2024-11-10 23:40:21,INFO,101,False
2024-11-10 23:41:43,INFO,101,False
2024-11-10 23:44:33,INFO,102,False
2024-11-10 23:51:04,INFO,102,False
2024-11-10 23:53:16,INFO,102,False
2024-11-10 23:55:05,INFO,102,False
2024-11-10 23:58:56,INFO,102,False
2024-11-11 00:01:41,INFO,102,False
2024-11-11 00:06:10,INFO,0,True
2024-11-11 00:07:05,INFO,102,True
2024-11-11 00:07:44,INFO,103,True
2024-11-11 00:12:11,INFO,103,True
2024-11-11 00:17:32,INFO,104,True
2024-11-11 00:17:38,INFO,104,False
2024-11-11 00:20:24,INFO,0,False
2024-11-11 00:20:33,INFO,102,False
2024-11-11 00:53:08,INFO,104,False
2024-11-11 02:39:38,INFO,103,False
2024-11-11 02:48:29,INFO,103,True
2024-11-11 02:48:37,INFO,103,False
2024-11-11 02:52:43,INFO,104,True
2024-11-11 02:52:49,INFO,104,False
2024-11-11 02:58:56,INFO,103,True
2024-11-11 02:59:02,INFO,103,False
2024-11-11 03:14:45,INFO,102,True
2024-11-11 03:14:54,INFO,102,False
2024-11-11 13:45:09,INFO,103,True
2024-11-11 13:45:20,INFO,103,False
